GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1400000US17031280800,17031280800,"Census Tract 2808, Cook County, Illinois",515,114
1400000US17031280900,17031280900,"Census Tract 2809, Cook County, Illinois",489,65
1400000US17031281900,17031281900,"Census Tract 2819, Cook County, Illinois",1767,45
1400000US17031282700,17031282700,"Census Tract 2827, Cook County, Illinois",1412,214
1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",1374,123
1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",1429,70
1400000US17031283200,17031283200,"Census Tract 2832, Cook County, Illinois",1608,218
1400000US17031283800,17031283800,"Census Tract 2838, Cook County, Illinois",1219,261
1400000US17031290900,17031290900,"Census Tract 2909, Cook County, Illinois",748,165
1400000US17031291200,17031291200,"Census Tract 2912, Cook County, Illinois",991,61
1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",960,30
1400000US17031292200,17031292200,"Census Tract 2922, Cook County, Illinois",998,123
1400000US17031292400,17031292400,"Census Tract 2924, Cook County, Illinois",1002,116
1400000US17031292500,17031292500,"Census Tract 2925, Cook County, Illinois",961,43
1400000US17031300500,17031300500,"Census Tract 3005, Cook County, Illinois",793,52
1400000US17031300600,17031300600,"Census Tract 3006, Cook County, Illinois",871,71
1400000US17031300700,17031300700,"Census Tract 3007, Cook County, Illinois",816,34
1400000US17031300800,17031300800,"Census Tract 3008, Cook County, Illinois",791,58
1400000US17031300900,17031300900,"Census Tract 3009, Cook County, Illinois",748,34
1400000US17031301100,17031301100,"Census Tract 3011, Cook County, Illinois",703,31
1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",744,45
1400000US17031301600,17031301600,"Census Tract 3016, Cook County, Illinois",726,113
1400000US17031301701,17031301701,"Census Tract 3017.01, Cook County, Illinois",779,53
1400000US17031301702,17031301702,"Census Tract 3017.02, Cook County, Illinois",822,62
1400000US17031301801,17031301801,"Census Tract 3018.01, Cook County, Illinois",854,43
1400000US17031301802,17031301802,"Census Tract 3018.02, Cook County, Illinois",771,68
1400000US17031301803,17031301803,"Census Tract 3018.03, Cook County, Illinois",813,62
1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",1252,117
1400000US17031310300,17031310300,"Census Tract 3103, Cook County, Illinois",983,94
1400000US17031310400,17031310400,"Census Tract 3104, Cook County, Illinois",878,58
1400000US17031310500,17031310500,"Census Tract 3105, Cook County, Illinois",868,70
1400000US17031310600,17031310600,"Census Tract 3106, Cook County, Illinois",771,65
1400000US17031310700,17031310700,"Census Tract 3107, Cook County, Illinois",835,53
1400000US17031310800,17031310800,"Census Tract 3108, Cook County, Illinois",830,54
1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",929,61
1400000US17031320100,17031320100,"Census Tract 3201, Cook County, Illinois",2134,143
1400000US17031320400,17031320400,"Census Tract 3204, Cook County, Illinois",2291,214
1400000US17031320600,17031320600,"Census Tract 3206, Cook County, Illinois",1923,121
1400000US17031330100,17031330100,"Census Tract 3301, Cook County, Illinois",1759,101
1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",710,87
1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",647,74
1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",872,66
1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",700,270
1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",284,88
1400000US17031350100,17031350100,"Census Tract 3501, Cook County, Illinois",1110,40
1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",282,65
1400000US17031351000,17031351000,"Census Tract 3510, Cook County, Illinois",1128,45
1400000US17031351100,17031351100,"Census Tract 3511, Cook County, Illinois",401,53
1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",362,59
1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",1000,270
1400000US17031360200,17031360200,"Census Tract 3602, Cook County, Illinois",792,64
1400000US17031380100,17031380100,"Census Tract 3801, Cook County, Illinois",446,228
1400000US17031380200,17031380200,"Census Tract 3802, Cook County, Illinois",681,149
1400000US17031380500,17031380500,"Census Tract 3805, Cook County, Illinois",875,304
1400000US17031380700,17031380700,"Census Tract 3807, Cook County, Illinois",834,131
1400000US17031381200,17031381200,"Census Tract 3812, Cook County, Illinois",785,73
1400000US17031381400,17031381400,"Census Tract 3814, Cook County, Illinois",1026,127
1400000US17031381500,17031381500,"Census Tract 3815, Cook County, Illinois",1047,463
1400000US17031381700,17031381700,"Census Tract 3817, Cook County, Illinois",-,**
1400000US17031381800,17031381800,"Census Tract 3818, Cook County, Illinois",1016,253
1400000US17031381900,17031381900,"Census Tract 3819, Cook County, Illinois",798,103
1400000US17031390100,17031390100,"Census Tract 3901, Cook County, Illinois",1080,153
1400000US17031390200,17031390200,"Census Tract 3902, Cook County, Illinois",1046,89
1400000US17031390300,17031390300,"Census Tract 3903, Cook County, Illinois",693,100
1400000US17031390400,17031390400,"Census Tract 3904, Cook County, Illinois",811,130
1400000US17031390500,17031390500,"Census Tract 3905, Cook County, Illinois",1111,69
1400000US17031390600,17031390600,"Census Tract 3906, Cook County, Illinois",1042,88
1400000US17031390700,17031390700,"Census Tract 3907, Cook County, Illinois",1341,74
1400000US17031400300,17031400300,"Census Tract 4003, Cook County, Illinois",1082,107
1400000US17031400400,17031400400,"Census Tract 4004, Cook County, Illinois",998,106
1400000US17031400500,17031400500,"Census Tract 4005, Cook County, Illinois",878,111
1400000US17031400800,17031400800,"Census Tract 4008, Cook County, Illinois",779,122
1400000US17031410100,17031410100,"Census Tract 4101, Cook County, Illinois",1053,120
1400000US17031410200,17031410200,"Census Tract 4102, Cook County, Illinois",1034,43
1400000US17031410500,17031410500,"Census Tract 4105, Cook County, Illinois",1280,99
1400000US17031410600,17031410600,"Census Tract 4106, Cook County, Illinois",1066,182
1400000US17031410700,17031410700,"Census Tract 4107, Cook County, Illinois",1159,52
1400000US17031410800,17031410800,"Census Tract 4108, Cook County, Illinois",972,65
1400000US17031410900,17031410900,"Census Tract 4109, Cook County, Illinois",1010,98
1400000US17031411000,17031411000,"Census Tract 4110, Cook County, Illinois",1207,148
1400000US17031411100,17031411100,"Census Tract 4111, Cook County, Illinois",1240,112
1400000US17031411200,17031411200,"Census Tract 4112, Cook County, Illinois",1249,115
1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",827,63
1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",973,101
1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",914,129
1400000US17031420400,17031420400,"Census Tract 4204, Cook County, Illinois",828,195
1400000US17031420500,17031420500,"Census Tract 4205, Cook County, Illinois",872,84
1400000US17031420600,17031420600,"Census Tract 4206, Cook County, Illinois",843,57
1400000US17031420700,17031420700,"Census Tract 4207, Cook County, Illinois",1027,59
1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",1083,99
1400000US17031421200,17031421200,"Census Tract 4212, Cook County, Illinois",561,209
1400000US17031430101,17031430101,"Census Tract 4301.01, Cook County, Illinois",902,65
1400000US17031430102,17031430102,"Census Tract 4301.02, Cook County, Illinois",739,65
1400000US17031430200,17031430200,"Census Tract 4302, Cook County, Illinois",795,133
1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",963,67
1400000US17031430400,17031430400,"Census Tract 4304, Cook County, Illinois",1033,94
1400000US17031430500,17031430500,"Census Tract 4305, Cook County, Illinois",791,54
1400000US17031430600,17031430600,"Census Tract 4306, Cook County, Illinois",740,190
1400000US17031430700,17031430700,"Census Tract 4307, Cook County, Illinois",896,50
1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",1059,174
1400000US17031430900,17031430900,"Census Tract 4309, Cook County, Illinois",864,94
1400000US17031431200,17031431200,"Census Tract 4312, Cook County, Illinois",1205,509
1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",847,53
1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",820,33
1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",887,61
1400000US17031440101,17031440101,"Census Tract 4401.01, Cook County, Illinois",783,31
1400000US17031440102,17031440102,"Census Tract 4401.02, Cook County, Illinois",842,33
1400000US17031440201,17031440201,"Census Tract 4402.01, Cook County, Illinois",876,65
1400000US17031440202,17031440202,"Census Tract 4402.02, Cook County, Illinois",786,40
1400000US17031440300,17031440300,"Census Tract 4403, Cook County, Illinois",1010,143
1400000US17031440600,17031440600,"Census Tract 4406, Cook County, Illinois",1391,595
1400000US17031440700,17031440700,"Census Tract 4407, Cook County, Illinois",898,186
1400000US17031440800,17031440800,"Census Tract 4408, Cook County, Illinois",835,51
1400000US17031440900,17031440900,"Census Tract 4409, Cook County, Illinois",922,150
1400000US17031450300,17031450300,"Census Tract 4503, Cook County, Illinois",960,87
1400000US17031460100,17031460100,"Census Tract 4601, Cook County, Illinois",862,217
1400000US17031460200,17031460200,"Census Tract 4602, Cook County, Illinois",709,68
1400000US17031460301,17031460301,"Census Tract 4603.01, Cook County, Illinois",988,200
1400000US17031460302,17031460302,"Census Tract 4603.02, Cook County, Illinois",853,81
1400000US17031460400,17031460400,"Census Tract 4604, Cook County, Illinois",926,70
1400000US17031460500,17031460500,"Census Tract 4605, Cook County, Illinois",826,140
1400000US17031460600,17031460600,"Census Tract 4606, Cook County, Illinois",819,148
1400000US17031460700,17031460700,"Census Tract 4607, Cook County, Illinois",640,66
1400000US17031461000,17031461000,"Census Tract 4610, Cook County, Illinois",355,173
1400000US17031470100,17031470100,"Census Tract 4701, Cook County, Illinois",748,409
1400000US17031480100,17031480100,"Census Tract 4801, Cook County, Illinois",1076,299
1400000US17031480200,17031480200,"Census Tract 4802, Cook County, Illinois",1049,78
1400000US17031480300,17031480300,"Census Tract 4803, Cook County, Illinois",927,78
1400000US17031480400,17031480400,"Census Tract 4804, Cook County, Illinois",866,243
1400000US17031480500,17031480500,"Census Tract 4805, Cook County, Illinois",787,259
1400000US17031490300,17031490300,"Census Tract 4903, Cook County, Illinois",1117,114
1400000US17031490400,17031490400,"Census Tract 4904, Cook County, Illinois",1014,177
1400000US17031490500,17031490500,"Census Tract 4905, Cook County, Illinois",1137,96
1400000US17031490600,17031490600,"Census Tract 4906, Cook County, Illinois",1587,817
1400000US17031490700,17031490700,"Census Tract 4907, Cook County, Illinois",1273,460
1400000US17031490800,17031490800,"Census Tract 4908, Cook County, Illinois",916,134
1400000US17031490901,17031490901,"Census Tract 4909.01, Cook County, Illinois",829,54
1400000US17031490902,17031490902,"Census Tract 4909.02, Cook County, Illinois",933,97
1400000US17031491000,17031491000,"Census Tract 4910, Cook County, Illinois",1086,501
1400000US17031491100,17031491100,"Census Tract 4911, Cook County, Illinois",1233,261
1400000US17031491200,17031491200,"Census Tract 4912, Cook County, Illinois",1181,118
1400000US17031491300,17031491300,"Census Tract 4913, Cook County, Illinois",1110,129
1400000US17031491400,17031491400,"Census Tract 4914, Cook County, Illinois",929,76
1400000US17031500100,17031500100,"Census Tract 5001, Cook County, Illinois",929,33
1400000US17031500200,17031500200,"Census Tract 5002, Cook County, Illinois",900,52
1400000US17031500300,17031500300,"Census Tract 5003, Cook County, Illinois",842,39
1400000US17031510100,17031510100,"Census Tract 5101, Cook County, Illinois",763,50
1400000US17031510200,17031510200,"Census Tract 5102, Cook County, Illinois",1112,71
1400000US17031510300,17031510300,"Census Tract 5103, Cook County, Illinois",1060,155
1400000US17031520100,17031520100,"Census Tract 5201, Cook County, Illinois",696,122
1400000US17031520200,17031520200,"Census Tract 5202, Cook County, Illinois",770,72
1400000US17031520300,17031520300,"Census Tract 5203, Cook County, Illinois",824,78
1400000US17031520400,17031520400,"Census Tract 5204, Cook County, Illinois",927,98
1400000US17031520500,17031520500,"Census Tract 5205, Cook County, Illinois",1005,440
1400000US17031520600,17031520600,"Census Tract 5206, Cook County, Illinois",976,240
1400000US17031530100,17031530100,"Census Tract 5301, Cook County, Illinois",657,83
1400000US17031530200,17031530200,"Census Tract 5302, Cook County, Illinois",1048,111
1400000US17031530300,17031530300,"Census Tract 5303, Cook County, Illinois",945,134
1400000US17031530400,17031530400,"Census Tract 5304, Cook County, Illinois",989,716
1400000US17031530501,17031530501,"Census Tract 5305.01, Cook County, Illinois",830,62
1400000US17031530502,17031530502,"Census Tract 5305.02, Cook County, Illinois",1471,377
1400000US17031530503,17031530503,"Census Tract 5305.03, Cook County, Illinois",1165,183
1400000US17031530600,17031530600,"Census Tract 5306, Cook County, Illinois",1057,261
1400000US17031540101,17031540101,"Census Tract 5401.01, Cook County, Illinois",379,101
1400000US17031540102,17031540102,"Census Tract 5401.02, Cook County, Illinois",445,106
1400000US17031550100,17031550100,"Census Tract 5501, Cook County, Illinois",826,112
1400000US17031550200,17031550200,"Census Tract 5502, Cook County, Illinois",1052,117
1400000US17031560100,17031560100,"Census Tract 5601, Cook County, Illinois",896,104
1400000US17031560200,17031560200,"Census Tract 5602, Cook County, Illinois",990,112
1400000US17031560300,17031560300,"Census Tract 5603, Cook County, Illinois",1355,104
1400000US17031560400,17031560400,"Census Tract 5604, Cook County, Illinois",1225,730
1400000US17031560700,17031560700,"Census Tract 5607, Cook County, Illinois",903,95
1400000US17031560800,17031560800,"Census Tract 5608, Cook County, Illinois",1024,176
1400000US17031560900,17031560900,"Census Tract 5609, Cook County, Illinois",1167,887
1400000US17031561000,17031561000,"Census Tract 5610, Cook County, Illinois",927,309
1400000US17031561100,17031561100,"Census Tract 5611, Cook County, Illinois",917,760
1400000US17031570100,17031570100,"Census Tract 5701, Cook County, Illinois",877,238
1400000US17031570200,17031570200,"Census Tract 5702, Cook County, Illinois",694,95
1400000US17031570300,17031570300,"Census Tract 5703, Cook County, Illinois",924,98
1400000US17031570400,17031570400,"Census Tract 5704, Cook County, Illinois",901,148
1400000US17031570500,17031570500,"Census Tract 5705, Cook County, Illinois",915,109
1400000US17031580100,17031580100,"Census Tract 5801, Cook County, Illinois",942,129
1400000US17031580200,17031580200,"Census Tract 5802, Cook County, Illinois",853,130
1400000US17031580300,17031580300,"Census Tract 5803, Cook County, Illinois",784,35
1400000US17031580400,17031580400,"Census Tract 5804, Cook County, Illinois",812,72
1400000US17031580501,17031580501,"Census Tract 5805.01, Cook County, Illinois",839,37
1400000US17031580502,17031580502,"Census Tract 5805.02, Cook County, Illinois",809,29
1400000US17031580600,17031580600,"Census Tract 5806, Cook County, Illinois",792,71
1400000US17031580700,17031580700,"Census Tract 5807, Cook County, Illinois",830,50
1400000US17031580800,17031580800,"Census Tract 5808, Cook County, Illinois",848,53
1400000US17031590500,17031590500,"Census Tract 5905, Cook County, Illinois",925,127
1400000US17031590600,17031590600,"Census Tract 5906, Cook County, Illinois",858,55
1400000US17031590700,17031590700,"Census Tract 5907, Cook County, Illinois",905,56
1400000US17031600400,17031600400,"Census Tract 6004, Cook County, Illinois",894,83
1400000US17031600600,17031600600,"Census Tract 6006, Cook County, Illinois",848,72
1400000US17031600700,17031600700,"Census Tract 6007, Cook County, Illinois",1022,111
1400000US17031600900,17031600900,"Census Tract 6009, Cook County, Illinois",885,69
1400000US17031610300,17031610300,"Census Tract 6103, Cook County, Illinois",713,62
1400000US17031610400,17031610400,"Census Tract 6104, Cook County, Illinois",744,82
1400000US17031610800,17031610800,"Census Tract 6108, Cook County, Illinois",921,48
1400000US17031611000,17031611000,"Census Tract 6110, Cook County, Illinois",803,119
1400000US17031611100,17031611100,"Census Tract 6111, Cook County, Illinois",689,47
1400000US17031611200,17031611200,"Census Tract 6112, Cook County, Illinois",724,45
1400000US17031611300,17031611300,"Census Tract 6113, Cook County, Illinois",714,95
1400000US17031611400,17031611400,"Census Tract 6114, Cook County, Illinois",720,54
1400000US17031611500,17031611500,"Census Tract 6115, Cook County, Illinois",747,35
1400000US17031611600,17031611600,"Census Tract 6116, Cook County, Illinois",697,64
1400000US17031611700,17031611700,"Census Tract 6117, Cook County, Illinois",810,166
1400000US17031611800,17031611800,"Census Tract 6118, Cook County, Illinois",897,145
1400000US17031611900,17031611900,"Census Tract 6119, Cook County, Illinois",775,171
1400000US17031612000,17031612000,"Census Tract 6120, Cook County, Illinois",877,68
1400000US17031612100,17031612100,"Census Tract 6121, Cook County, Illinois",874,108
1400000US17031620100,17031620100,"Census Tract 6201, Cook County, Illinois",793,193
1400000US17031620200,17031620200,"Census Tract 6202, Cook County, Illinois",960,98
1400000US17031620300,17031620300,"Census Tract 6203, Cook County, Illinois",1133,90
1400000US17031620400,17031620400,"Census Tract 6204, Cook County, Illinois",1008,292
1400000US17031630100,17031630100,"Census Tract 6301, Cook County, Illinois",670,81
1400000US17031630200,17031630200,"Census Tract 6302, Cook County, Illinois",776,92
1400000US17031630300,17031630300,"Census Tract 6303, Cook County, Illinois",890,69
1400000US17031630400,17031630400,"Census Tract 6304, Cook County, Illinois",829,55
1400000US17031630500,17031630500,"Census Tract 6305, Cook County, Illinois",847,41
1400000US17031630800,17031630800,"Census Tract 6308, Cook County, Illinois",785,43
1400000US17031630900,17031630900,"Census Tract 6309, Cook County, Illinois",806,83
1400000US17031640100,17031640100,"Census Tract 6401, Cook County, Illinois",1104,111
1400000US17031640300,17031640300,"Census Tract 6403, Cook County, Illinois",989,62
1400000US17031640400,17031640400,"Census Tract 6404, Cook County, Illinois",884,78
1400000US17031640500,17031640500,"Census Tract 6405, Cook County, Illinois",943,69
1400000US17031640600,17031640600,"Census Tract 6406, Cook County, Illinois",905,53
1400000US17031640700,17031640700,"Census Tract 6407, Cook County, Illinois",1206,141
1400000US17031640800,17031640800,"Census Tract 6408, Cook County, Illinois",882,249
1400000US17031650100,17031650100,"Census Tract 6501, Cook County, Illinois",876,63
1400000US17031650200,17031650200,"Census Tract 6502, Cook County, Illinois",897,79
1400000US17031650301,17031650301,"Census Tract 6503.01, Cook County, Illinois",1139,133
1400000US17031650302,17031650302,"Census Tract 6503.02, Cook County, Illinois",985,158
1400000US17031650400,17031650400,"Census Tract 6504, Cook County, Illinois",1062,171
1400000US17031650500,17031650500,"Census Tract 6505, Cook County, Illinois",983,436
1400000US17031660301,17031660301,"Census Tract 6603.01, Cook County, Illinois",778,61
1400000US17031660302,17031660302,"Census Tract 6603.02, Cook County, Illinois",874,31
1400000US17031660400,17031660400,"Census Tract 6604, Cook County, Illinois",780,59
1400000US17031660500,17031660500,"Census Tract 6605, Cook County, Illinois",780,31
1400000US17031660600,17031660600,"Census Tract 6606, Cook County, Illinois",826,88
1400000US17031660700,17031660700,"Census Tract 6607, Cook County, Illinois",882,96
1400000US17031660800,17031660800,"Census Tract 6608, Cook County, Illinois",866,62
1400000US17031660900,17031660900,"Census Tract 6609, Cook County, Illinois",961,75
1400000US17031661000,17031661000,"Census Tract 6610, Cook County, Illinois",901,94
1400000US17031661100,17031661100,"Census Tract 6611, Cook County, Illinois",1064,197
1400000US17031670100,17031670100,"Census Tract 6701, Cook County, Illinois",778,205
1400000US17031670200,17031670200,"Census Tract 6702, Cook County, Illinois",929,106
1400000US17031670300,17031670300,"Census Tract 6703, Cook County, Illinois",850,337
1400000US17031670400,17031670400,"Census Tract 6704, Cook County, Illinois",857,66
1400000US17031670500,17031670500,"Census Tract 6705, Cook County, Illinois",885,166
1400000US17031670600,17031670600,"Census Tract 6706, Cook County, Illinois",728,174
1400000US17031670700,17031670700,"Census Tract 6707, Cook County, Illinois",865,186
1400000US17031670800,17031670800,"Census Tract 6708, Cook County, Illinois",779,89
1400000US17031670900,17031670900,"Census Tract 6709, Cook County, Illinois",950,124
1400000US17031671100,17031671100,"Census Tract 6711, Cook County, Illinois",915,132
1400000US17031671200,17031671200,"Census Tract 6712, Cook County, Illinois",1039,76
1400000US17031671300,17031671300,"Census Tract 6713, Cook County, Illinois",834,187
1400000US17031671400,17031671400,"Census Tract 6714, Cook County, Illinois",1007,386
1400000US17031671500,17031671500,"Census Tract 6715, Cook County, Illinois",973,224
1400000US17031671600,17031671600,"Census Tract 6716, Cook County, Illinois",740,36
1400000US17031671800,17031671800,"Census Tract 6718, Cook County, Illinois",1273,308
1400000US17031671900,17031671900,"Census Tract 6719, Cook County, Illinois",1052,213
1400000US17031672000,17031672000,"Census Tract 6720, Cook County, Illinois",1145,196
1400000US17031680500,17031680500,"Census Tract 6805, Cook County, Illinois",922,231
1400000US17031680600,17031680600,"Census Tract 6806, Cook County, Illinois",830,86
1400000US17031680900,17031680900,"Census Tract 6809, Cook County, Illinois",556,201
1400000US17031681000,17031681000,"Census Tract 6810, Cook County, Illinois",767,59
1400000US17031681100,17031681100,"Census Tract 6811, Cook County, Illinois",1019,66
1400000US17031681200,17031681200,"Census Tract 6812, Cook County, Illinois",886,73
1400000US17031681300,17031681300,"Census Tract 6813, Cook County, Illinois",838,65
1400000US17031681400,17031681400,"Census Tract 6814, Cook County, Illinois",916,114
1400000US17031690300,17031690300,"Census Tract 6903, Cook County, Illinois",696,65
1400000US17031690400,17031690400,"Census Tract 6904, Cook County, Illinois",887,103
1400000US17031690500,17031690500,"Census Tract 6905, Cook County, Illinois",892,200
1400000US17031690900,17031690900,"Census Tract 6909, Cook County, Illinois",873,57
1400000US17031691000,17031691000,"Census Tract 6910, Cook County, Illinois",876,47
1400000US17031691100,17031691100,"Census Tract 6911, Cook County, Illinois",877,152
1400000US17031691200,17031691200,"Census Tract 6912, Cook County, Illinois",967,107
1400000US17031691300,17031691300,"Census Tract 6913, Cook County, Illinois",859,178
1400000US17031691400,17031691400,"Census Tract 6914, Cook County, Illinois",953,245
1400000US17031691500,17031691500,"Census Tract 6915, Cook County, Illinois",825,52
1400000US17031700100,17031700100,"Census Tract 7001, Cook County, Illinois",997,190
1400000US17031700200,17031700200,"Census Tract 7002, Cook County, Illinois",982,120
1400000US17031700301,17031700301,"Census Tract 7003.01, Cook County, Illinois",1083,324
1400000US17031700302,17031700302,"Census Tract 7003.02, Cook County, Illinois",1128,182
1400000US17031700401,17031700401,"Census Tract 7004.01, Cook County, Illinois",1071,511
1400000US17031700402,17031700402,"Census Tract 7004.02, Cook County, Illinois",-,**
1400000US17031700501,17031700501,"Census Tract 7005.01, Cook County, Illinois",1084,314
1400000US17031700502,17031700502,"Census Tract 7005.02, Cook County, Illinois",860,226
1400000US17031710100,17031710100,"Census Tract 7101, Cook County, Illinois",708,100
1400000US17031710200,17031710200,"Census Tract 7102, Cook County, Illinois",908,47
1400000US17031710300,17031710300,"Census Tract 7103, Cook County, Illinois",956,57
1400000US17031710400,17031710400,"Census Tract 7104, Cook County, Illinois",928,71
1400000US17031710500,17031710500,"Census Tract 7105, Cook County, Illinois",881,50
1400000US17031710600,17031710600,"Census Tract 7106, Cook County, Illinois",842,54
1400000US17031710700,17031710700,"Census Tract 7107, Cook County, Illinois",705,67
1400000US17031710800,17031710800,"Census Tract 7108, Cook County, Illinois",799,75
1400000US17031710900,17031710900,"Census Tract 7109, Cook County, Illinois",755,67
1400000US17031711000,17031711000,"Census Tract 7110, Cook County, Illinois",793,47
1400000US17031711100,17031711100,"Census Tract 7111, Cook County, Illinois",755,89
1400000US17031711200,17031711200,"Census Tract 7112, Cook County, Illinois",821,148
1400000US17031711300,17031711300,"Census Tract 7113, Cook County, Illinois",947,78
1400000US17031711400,17031711400,"Census Tract 7114, Cook County, Illinois",792,124
1400000US17031711500,17031711500,"Census Tract 7115, Cook County, Illinois",1457,164
1400000US17031720100,17031720100,"Census Tract 7201, Cook County, Illinois",1024,379
1400000US17031720200,17031720200,"Census Tract 7202, Cook County, Illinois",850,20
1400000US17031720300,17031720300,"Census Tract 7203, Cook County, Illinois",-,**
1400000US17031720400,17031720400,"Census Tract 7204, Cook County, Illinois",696,507
1400000US17031720500,17031720500,"Census Tract 7205, Cook County, Illinois",1070,132
1400000US17031720600,17031720600,"Census Tract 7206, Cook County, Illinois",654,232
1400000US17031720700,17031720700,"Census Tract 7207, Cook County, Illinois",880,52
1400000US17031730100,17031730100,"Census Tract 7301, Cook County, Illinois",980,225
1400000US17031730201,17031730201,"Census Tract 7302.01, Cook County, Illinois",783,94
1400000US17031730202,17031730202,"Census Tract 7302.02, Cook County, Illinois",1254,227
1400000US17031730300,17031730300,"Census Tract 7303, Cook County, Illinois",969,113
1400000US17031730400,17031730400,"Census Tract 7304, Cook County, Illinois",1257,197
1400000US17031730500,17031730500,"Census Tract 7305, Cook County, Illinois",939,334
1400000US17031730600,17031730600,"Census Tract 7306, Cook County, Illinois",817,142
1400000US17031730700,17031730700,"Census Tract 7307, Cook County, Illinois",1233,255
1400000US17031740100,17031740100,"Census Tract 7401, Cook County, Illinois",1268,613
1400000US17031740200,17031740200,"Census Tract 7402, Cook County, Illinois",1139,135
1400000US17031740300,17031740300,"Census Tract 7403, Cook County, Illinois",1234,273
1400000US17031740400,17031740400,"Census Tract 7404, Cook County, Illinois",1051,182
1400000US17031750100,17031750100,"Census Tract 7501, Cook County, Illinois",739,82
1400000US17031750200,17031750200,"Census Tract 7502, Cook County, Illinois",995,212
1400000US17031750300,17031750300,"Census Tract 7503, Cook County, Illinois",996,112
1400000US17031750400,17031750400,"Census Tract 7504, Cook County, Illinois",897,127
1400000US17031750500,17031750500,"Census Tract 7505, Cook County, Illinois",1168,115
1400000US17031750600,17031750600,"Census Tract 7506, Cook County, Illinois",1137,129
1400000US17031760801,17031760801,"Census Tract 7608.01, Cook County, Illinois",1128,82
1400000US17031760802,17031760802,"Census Tract 7608.02, Cook County, Illinois",1075,316
1400000US17031760803,17031760803,"Census Tract 7608.03, Cook County, Illinois",1005,53
1400000US17031770201,17031770201,"Census Tract 7702.01, Cook County, Illinois",1136,50
1400000US17031770202,17031770202,"Census Tract 7702.02, Cook County, Illinois",1718,341
1400000US17031770300,17031770300,"Census Tract 7703, Cook County, Illinois",1203,174
1400000US17031770400,17031770400,"Census Tract 7704, Cook County, Illinois",966,43
1400000US17031770500,17031770500,"Census Tract 7705, Cook County, Illinois",898,70
1400000US17031770601,17031770601,"Census Tract 7706.01, Cook County, Illinois",777,262
1400000US17031770602,17031770602,"Census Tract 7706.02, Cook County, Illinois",946,48
1400000US17031770700,17031770700,"Census Tract 7707, Cook County, Illinois",901,105
1400000US17031770800,17031770800,"Census Tract 7708, Cook County, Illinois",993,151
1400000US17031770901,17031770901,"Census Tract 7709.01, Cook County, Illinois",964,24
1400000US17031770902,17031770902,"Census Tract 7709.02, Cook County, Illinois",985,123
1400000US17031800100,17031800100,"Census Tract 8001, Cook County, Illinois","3,500+",***
1400000US17031800200,17031800200,"Census Tract 8002, Cook County, Illinois",1214,339
1400000US17031800300,17031800300,"Census Tract 8003, Cook County, Illinois",1424,487
1400000US17031800400,17031800400,"Census Tract 8004, Cook County, Illinois",1938,811
1400000US17031800500,17031800500,"Census Tract 8005, Cook County, Illinois",2411,527
1400000US17031800600,17031800600,"Census Tract 8006, Cook County, Illinois","3,500+",***
1400000US17031800700,17031800700,"Census Tract 8007, Cook County, Illinois",1741,167
1400000US17031800800,17031800800,"Census Tract 8008, Cook County, Illinois",1413,126
1400000US17031800900,17031800900,"Census Tract 8009, Cook County, Illinois",2573,766
1400000US17031801000,17031801000,"Census Tract 8010, Cook County, Illinois",1756,590
1400000US17031801100,17031801100,"Census Tract 8011, Cook County, Illinois",2054,495
1400000US17031801200,17031801200,"Census Tract 8012, Cook County, Illinois",1875,556
1400000US17031801300,17031801300,"Census Tract 8013, Cook County, Illinois",930,124
1400000US17031801400,17031801400,"Census Tract 8014, Cook County, Illinois",2561,724
1400000US17031801500,17031801500,"Census Tract 8015, Cook County, Illinois",1213,531
1400000US17031801601,17031801601,"Census Tract 8016.01, Cook County, Illinois",1733,133
